CustomerID,Recency,Frequency,Monetary,Segment
12473.0,29,5,119.32,Regular Shoppers
12474.0,17,18,313.5,Frequent Spenders
12475.0,53,1,30.24,Occasional Shoppers
12476.0,15,11,523.9,Frequent Spenders
12477.0,22,6,249.3,Regular Shoppers
12478.0,3,1,135.0,Occasional Shoppers
12479.0,11,1,13.200000000000001,Occasional Shoppers
12480.0,28,4,59.04,Occasional Shoppers
12481.0,22,10,196.56,Regular Shoppers
12483.0,17,8,346.3,Frequent Spenders
12484.0,32,6,436.20000000000005,Frequent Spenders
12488.0,9,3,50.25000000000001,Occasional Shoppers
12489.0,336,1,36.0,Inactive Shoppers
12490.0,5,10,361.38,Frequent Spenders
12491.0,38,1,15.600000000000001,Occasional Shoppers
12492.0,63,2,29.1,Occasional Shoppers
12493.0,165,2,41.46,Inactive Shoppers
12494.0,15,7,90.41,Regular Shoppers
12497.0,81,1,177.60000000000002,Occasional Shoppers
12498.0,21,3,41.050000000000004,Occasional Shoppers
12500.0,23,11,1216.59,High-Value Loyal Shoppers
12501.0,336,1,8.5,Inactive Shoppers
12502.0,95,5,299.9,Regular Shoppers
12504.0,18,2,144.14999999999998,Occasional Shoppers
12506.0,232,1,7.95,Inactive Shoppers
12507.0,134,3,101.95,Occasional Shoppers
12508.0,26,2,10.8,Occasional Shoppers
12509.0,284,1,49.5,Inactive Shoppers
12510.0,142,2,195.72,Occasional Shoppers
12512.0,66,2,13.9,Occasional Shoppers
12513.0,112,1,8.5,Occasional Shoppers
12514.0,267,1,35.7,Inactive Shoppers
12515.0,353,1,17.0,Inactive Shoppers
12516.0,77,2,145.28,Occasional Shoppers
12517.0,28,5,110.25,Regular Shoppers
12518.0,0,5,117.0,Regular Shoppers
12519.0,63,1,30.599999999999998,Occasional Shoppers
12520.0,79,5,60.339999999999996,Occasional Shoppers
12521.0,142,1,15.299999999999999,Occasional Shoppers
12522.0,39,2,34.22,Occasional Shoppers
12523.0,19,11,197.82,Frequent Spenders
12524.0,9,8,453.23,Frequent Spenders
12526.0,0,3,56.2,Occasional Shoppers
12527.0,81,3,102.10000000000001,Occasional Shoppers
12528.0,9,6,137.55,Regular Shoppers
12530.0,59,4,193.5,Regular Shoppers
12531.0,14,1,4.35,Occasional Shoppers
12532.0,30,1,9.36,Occasional Shoppers
12534.0,130,1,16.5,Occasional Shoppers
12535.0,91,2,61.550000000000004,Occasional Shoppers
12538.0,29,1,39.8,Occasional Shoppers
12539.0,22,4,52.830000000000005,Occasional Shoppers
12540.0,19,17,632.98,High-Value Loyal Shoppers
12541.0,29,3,75.4,Occasional Shoppers
12544.0,36,1,25.5,Occasional Shoppers
12545.0,75,2,34.9,Occasional Shoppers
12546.0,46,2,42.6,Occasional Shoppers
12547.0,197,2,50.4,Inactive Shoppers
12548.0,166,1,17.4,Inactive Shoppers
12550.0,79,1,20.8,Occasional Shoppers
12551.0,357,1,19.5,Inactive Shoppers
12552.0,38,2,133.52,Occasional Shoppers
12553.0,8,10,255.97,Frequent Spenders
12556.0,50,2,14.19,Occasional Shoppers
12557.0,16,5,1165.24,High-Value Loyal Shoppers
12558.0,7,1,5.04,Occasional Shoppers
12559.0,310,2,90.10000000000001,Inactive Shoppers
12560.0,5,3,188.2,Regular Shoppers
12561.0,302,1,12.600000000000001,Inactive Shoppers
12562.0,8,7,185.34,Regular Shoppers
12564.0,261,1,23.4,Inactive Shoppers
12565.0,288,1,5.04,Inactive Shoppers
12566.0,86,1,15.0,Occasional Shoppers
12567.0,22,10,202.44,Frequent Spenders
12571.0,39,2,20.159999999999997,Occasional Shoppers
12572.0,8,2,74.4,Occasional Shoppers
12573.0,227,1,8.4,Inactive Shoppers
12574.0,315,1,15.0,Inactive Shoppers
12576.0,35,5,77.58,Regular Shoppers
12577.0,35,3,13.4,Occasional Shoppers
12578.0,21,2,65.4,Occasional Shoppers
12579.0,78,1,15.9,Occasional Shoppers
12580.0,246,1,19.799999999999997,Inactive Shoppers
12581.0,39,1,8.5,Occasional Shoppers
12582.0,238,2,23.799999999999997,Inactive Shoppers
12583.0,2,15,617.8,High-Value Loyal Shoppers
12584.0,3,9,140.4,Regular Shoppers
12585.0,234,2,68.93,Inactive Shoppers
12586.0,17,1,24.96,Occasional Shoppers
12587.0,7,1,20.8,Occasional Shoppers
12588.0,39,1,32.849999999999994,Occasional Shoppers
12589.0,28,2,27.4,Occasional Shoppers
12590.0,211,2,760.6,Frequent Spenders
12591.0,317,1,15.299999999999999,Inactive Shoppers
12592.0,92,2,42.0,Occasional Shoppers
12593.0,108,3,52.8,Occasional Shoppers
12594.0,37,10,368.28000000000003,Frequent Spenders
12596.0,51,2,76.74,Occasional Shoppers
12597.0,19,4,115.94,Regular Shoppers
12598.0,9,8,198.88,Regular Shoppers
12599.0,29,7,206.08,Regular Shoppers
12600.0,28,10,289.2,Frequent Spenders
12601.0,189,5,178.20000000000002,Inactive Shoppers
12602.0,58,1,23.9,Occasional Shoppers
12603.0,21,1,613.1999999999999,Frequent Spenders
12604.0,79,2,45.300000000000004,Occasional Shoppers
12607.0,60,1,19.799999999999997,Occasional Shoppers
12609.0,78,3,49.56,Occasional Shoppers
12610.0,22,5,239.79999999999998,Regular Shoppers
12611.0,52,1,15.9,Occasional Shoppers
12612.0,74,1,62.550000000000004,Occasional Shoppers
12613.0,57,5,140.43,Regular Shoppers
12614.0,277,1,9.95,Inactive Shoppers
12615.0,2,4,235.04,Regular Shoppers
12616.0,95,2,29.799999999999997,Occasional Shoppers
12617.0,29,1,25.0,Occasional Shoppers
12618.0,21,1,15.0,Occasional Shoppers
12619.0,16,9,930.43,High-Value Loyal Shoppers
12620.0,14,3,48.3,Occasional Shoppers
12621.0,1,20,613.68,High-Value Loyal Shoppers
12623.0,276,1,15.6,Inactive Shoppers
12624.0,106,2,25.5,Occasional Shoppers
12625.0,211,2,99.8,Inactive Shoppers
12626.0,23,9,192.20000000000002,Regular Shoppers
12627.0,10,7,201.97,Regular Shoppers
12628.0,4,3,57.84,Occasional Shoppers
12630.0,9,2,53.10000000000001,Occasional Shoppers
12631.0,57,1,19.8,Occasional Shoppers
12633.0,58,4,247.68,Regular Shoppers
12635.0,89,2,27.36,Occasional Shoppers
12637.0,67,8,213.62,Regular Shoppers
12638.0,33,1,9.36,Occasional Shoppers
12639.0,238,1,15.0,Inactive Shoppers
12640.0,23,3,63.18,Occasional Shoppers
12641.0,115,1,14.850000000000001,Occasional Shoppers
12642.0,25,3,136.3,Regular Shoppers
12643.0,128,6,237.36,Regular Shoppers
12644.0,129,1,17.4,Occasional Shoppers
12645.0,33,4,166.5,Regular Shoppers
12646.0,4,2,66.84,Occasional Shoppers
12647.0,22,12,422.28000000000003,Frequent Spenders
12648.0,154,1,10.2,Inactive Shoppers
12649.0,107,3,104.10000000000001,Occasional Shoppers
12650.0,3,1,4.68,Occasional Shoppers
12651.0,334,1,7.800000000000001,Inactive Shoppers
12652.0,331,1,10.2,Inactive Shoppers
12653.0,148,2,50.4,Occasional Shoppers
12654.0,10,5,75.1,Regular Shoppers
12656.0,17,5,180.04,Regular Shoppers
12657.0,11,4,153.9,Regular Shoppers
12658.0,18,1,13.200000000000001,Occasional Shoppers
12659.0,29,1,15.0,Occasional Shoppers
12660.0,11,1,19.799999999999997,Occasional Shoppers
12662.0,0,11,205.10000000000002,Frequent Spenders
12665.0,324,1,30.0,Inactive Shoppers
12667.0,58,1,14.850000000000001,Occasional Shoppers
12668.0,11,4,75.66000000000001,Regular Shoppers
12669.0,150,3,1170.3,High-Value Loyal Shoppers
12670.0,10,5,280.14,Regular Shoppers
12672.0,329,1,19.5,Inactive Shoppers
12673.0,5,2,11.049999999999999,Occasional Shoppers
12674.0,38,4,236.57999999999998,Regular Shoppers
12676.0,24,6,229.59,Regular Shoppers
12679.0,58,4,202.32,Regular Shoppers
12680.0,0,4,65.16,Regular Shoppers
12681.0,14,22,749.96,High-Value Loyal Shoppers
12683.0,4,15,505.24,Frequent Spenders
12684.0,7,7,181.68,Regular Shoppers
12685.0,28,6,142.82,Regular Shoppers
12686.0,371,1,17.4,Inactive Shoppers
12688.0,113,1,75.0,Occasional Shoppers
12689.0,25,2,49.599999999999994,Occasional Shoppers
12690.0,205,1,24.96,Inactive Shoppers
12691.0,28,6,383.4,Frequent Spenders
12693.0,127,4,75.64,Occasional Shoppers
12694.0,70,2,20.28,Occasional Shoppers
12695.0,7,4,102.65,Regular Shoppers
12697.0,28,3,174.85,Regular Shoppers
12700.0,7,4,66.0,Regular Shoppers
12701.0,79,2,32.4,Occasional Shoppers
12702.0,19,1,25.200000000000003,Occasional Shoppers
12703.0,71,1,6.8,Occasional Shoppers
12704.0,7,8,315.78,Frequent Spenders
12705.0,15,9,223.98,Regular Shoppers
12707.0,291,1,12.600000000000001,Inactive Shoppers
12708.0,29,10,173.7,Regular Shoppers
12709.0,15,15,532.25,Frequent Spenders
12710.0,96,3,35.08,Occasional Shoppers
12712.0,28,13,564.95,Frequent Spenders
12713.0,0,1,54.0,Occasional Shoppers
12714.0,9,5,72.08,Regular Shoppers
12715.0,106,1,12.5,Occasional Shoppers
12716.0,3,2,28.8,Occasional Shoppers
12717.0,151,2,30.0,Occasional Shoppers
12718.0,71,1,9.36,Occasional Shoppers
12719.0,5,2,30.200000000000003,Occasional Shoppers
12720.0,2,25,489.11,High-Value Loyal Shoppers
12721.0,31,6,108.5,Regular Shoppers
12722.0,85,4,52.71,Occasional Shoppers
12723.0,3,5,70.17,Regular Shoppers
12724.0,5,4,85.84,Regular Shoppers
12725.0,371,1,15.0,Inactive Shoppers
12726.0,28,7,173.1,Regular Shoppers
12727.0,10,7,178.0,Regular Shoppers
12728.0,71,4,83.59,Occasional Shoppers
12729.0,113,1,25.200000000000003,Occasional Shoppers
12731.0,23,12,1412.76,High-Value Loyal Shoppers
12732.0,179,1,33.2,Inactive Shoppers
12733.0,234,1,27.650000000000002,Inactive Shoppers
12734.0,352,1,8.4,Inactive Shoppers
12735.0,315,2,62.15,Inactive Shoppers
12736.0,332,1,90.0,Inactive Shoppers
12738.0,372,1,17.4,Inactive Shoppers
12739.0,78,2,57.3,Occasional Shoppers
12740.0,63,1,13.200000000000001,Occasional Shoppers
12743.0,134,2,18.25,Occasional Shoppers
12747.0,2,11,689.49,Frequent Spenders
12749.0,3,5,98.35,Regular Shoppers
12750.0,128,1,15.0,Occasional Shoppers
12752.0,81,1,15.9,Occasional Shoppers
12753.0,22,6,846.42,Frequent Spenders
12754.0,235,3,125.46,Inactive Shoppers
12756.0,86,1,61.199999999999996,Occasional Shoppers
12758.0,116,2,90.06,Occasional Shoppers
12759.0,52,3,54.6,Occasional Shoppers
12762.0,7,2,35.599999999999994,Occasional Shoppers
12763.0,138,2,102.3,Occasional Shoppers
12764.0,316,1,17.4,Inactive Shoppers
12766.0,3,7,148.56,Regular Shoppers
12769.0,238,1,175.2,Inactive Shoppers
12770.0,210,1,69.12,Inactive Shoppers
12772.0,59,1,6.8,Occasional Shoppers
12775.0,17,5,117.39999999999999,Regular Shoppers
12778.0,19,6,107.10000000000001,Regular Shoppers
12779.0,37,8,327.1,Frequent Spenders
12781.0,63,2,55.98,Occasional Shoppers
12782.0,4,5,111.98,Regular Shoppers
12783.0,2,6,654.38,Frequent Spenders
12784.0,9,2,76.8,Occasional Shoppers
12785.0,364,1,16.5,Inactive Shoppers
12787.0,9,3,124.2,Regular Shoppers
12789.0,65,1,39.95,Occasional Shoppers
12790.0,192,1,10.08,Inactive Shoppers
12791.0,373,1,177.60000000000002,Inactive Shoppers
12792.0,256,1,15.0,Inactive Shoppers
12793.0,334,2,50.7,Inactive Shoppers
12794.0,53,2,20.279999999999998,Occasional Shoppers
12797.0,365,1,15.0,Inactive Shoppers
12802.0,186,1,13.0,Inactive Shoppers
12808.0,36,3,42.599999999999994,Occasional Shoppers
12809.0,177,1,17.700000000000003,Inactive Shoppers
12811.0,260,3,58.5,Inactive Shoppers
12812.0,44,1,10.2,Occasional Shoppers
12814.0,101,1,85.92,Occasional Shoppers
12815.0,147,2,35.25,Occasional Shoppers
12816.0,95,2,35.550000000000004,Occasional Shoppers
12817.0,281,1,39.599999999999994,Inactive Shoppers
12818.0,261,1,302.40000000000003,Inactive Shoppers
12820.0,3,4,58.2,Regular Shoppers
12821.0,214,1,19.92,Inactive Shoppers
12822.0,70,2,30.799999999999997,Occasional Shoppers
12824.0,59,1,5.04,Occasional Shoppers
12826.0,2,7,122.80000000000001,Regular Shoppers
12827.0,5,3,84.21000000000001,Occasional Shoppers
12828.0,2,6,154.8,Regular Shoppers
12829.0,336,2,95.80000000000001,Inactive Shoppers
12831.0,262,1,34.199999999999996,Inactive Shoppers
12832.0,32,2,19.9,Occasional Shoppers
12833.0,145,1,15.0,Occasional Shoppers
12834.0,282,1,15.9,Inactive Shoppers
12836.0,59,4,29.05,Occasional Shoppers
12837.0,173,1,17.0,Inactive Shoppers
12838.0,33,2,11.4,Occasional Shoppers
12839.0,2,14,233.91,Frequent Spenders
12840.0,143,4,138.6,Occasional Shoppers
12841.0,4,25,328.74,High-Value Loyal Shoppers
12842.0,70,2,22.8,Occasional Shoppers
12843.0,65,8,123.2,Regular Shoppers
12844.0,29,2,8.7,Occasional Shoppers
12845.0,267,4,284.79999999999995,Inactive Shoppers
12847.0,22,1,1.17,Occasional Shoppers
12849.0,31,2,44.699999999999996,Occasional Shoppers
12851.0,96,1,4.16,Occasional Shoppers
12852.0,294,1,17.4,Inactive Shoppers
12853.0,134,6,202.20000000000002,Regular Shoppers
12854.0,78,3,158.29999999999998,Occasional Shoppers
12855.0,372,1,17.700000000000003,Inactive Shoppers
12856.0,7,6,44.58,Regular Shoppers
12857.0,210,2,53.400000000000006,Inactive Shoppers
12863.0,52,1,340.0,Regular Shoppers
12864.0,138,1,17.4,Occasional Shoppers
12865.0,26,2,40.54,Occasional Shoppers
12866.0,283,1,6.3,Inactive Shoppers
12867.0,26,7,53.74,Regular Shoppers
12868.0,185,6,123.95,Inactive Shoppers
12871.0,84,2,178.2,Occasional Shoppers
12872.0,326,2,50.0,Inactive Shoppers
12873.0,282,1,68.0,Inactive Shoppers
12875.0,143,2,343.2300000000001,Regular Shoppers
12876.0,57,2,86.49999999999999,Occasional Shoppers
12877.0,3,12,365.79,Frequent Spenders
12878.0,236,2,45.0,Inactive Shoppers
12879.0,44,3,192.71999999999997,Regular Shoppers
12881.0,275,1,195.0,Inactive Shoppers
12882.0,9,2,283.2,Regular Shoppers
12883.0,24,4,71.85,Occasional Shoppers
12884.0,88,1,170.0,Occasional Shoppers
12885.0,63,3,43.400000000000006,Occasional Shoppers
12886.0,67,2,33.5,Occasional Shoppers
12888.0,214,2,106.56,Inactive Shoppers
12890.0,24,1,10.5,Occasional Shoppers
12891.0,185,3,331.0,Inactive Shoppers
12893.0,30,1,3.75,Occasional Shoppers
12895.0,42,2,34.8,Occasional Shoppers
12897.0,204,2,116.0,Inactive Shoppers
12902.0,264,1,17.700000000000003,Inactive Shoppers
12904.0,18,2,11.899999999999999,Occasional Shoppers
12906.0,11,5,206.76,Regular Shoppers
12908.0,176,2,750.0,Frequent Spenders
12909.0,39,5,125.88,Regular Shoppers
12910.0,23,8,362.76,Frequent Spenders
12912.0,2,5,365.34000000000003,Regular Shoppers
12913.0,4,5,410.76000000000005,Frequent Spenders
12915.0,148,2,38.4,Occasional Shoppers
12916.0,138,4,186.79999999999998,Regular Shoppers
12917.0,128,1,297.0,Occasional Shoppers
12919.0,8,6,267.4,Regular Shoppers
12920.0,17,1,7.95,Occasional Shoppers
12922.0,161,1,13.2,Inactive Shoppers
12923.0,64,1,12.48,Occasional Shoppers
12924.0,88,4,166.62000000000003,Regular Shoppers
12925.0,4,2,25.5,Occasional Shoppers
12928.0,35,5,127.04,Regular Shoppers
12929.0,311,1,17.0,Inactive Shoppers
12930.0,78,2,25.2,Occasional Shoppers
12933.0,24,3,58.3,Occasional Shoppers
12935.0,2,7,106.03,Regular Shoppers
12936.0,17,4,164.14000000000001,Regular Shoppers
12937.0,15,4,37.95,Occasional Shoppers
12938.0,25,1,9.48,Occasional Shoppers
12940.0,54,2,25.3,Occasional Shoppers
12942.0,131,3,41.25,Occasional Shoppers
12944.0,35,2,39.699999999999996,Occasional Shoppers
12945.0,288,1,25.5,Inactive Shoppers
12947.0,143,6,244.1,Regular Shoppers
12948.0,16,7,207.9,Regular Shoppers
12949.0,30,8,113.96000000000001,Regular Shoppers
12950.0,2,3,143.4,Regular Shoppers
12951.0,8,6,101.04,Regular Shoppers
12952.0,5,4,71.31,Regular Shoppers
12953.0,9,1,35.400000000000006,Occasional Shoppers
12955.0,1,11,279.94,Frequent Spenders
12956.0,306,1,3.75,Inactive Shoppers
12957.0,9,8,129.66,Regular Shoppers
12962.0,7,2,37.650000000000006,Occasional Shoppers
12963.0,8,8,185.15,Regular Shoppers
12965.0,89,1,8.25,Occasional Shoppers
12966.0,9,1,15.0,Occasional Shoppers
12967.0,358,2,145.5,Inactive Shoppers
12968.0,112,1,15.0,Occasional Shoppers
12970.0,7,4,25.05,Occasional Shoppers
12974.0,197,1,15.9,Inactive Shoppers
12976.0,211,1,19.8,Inactive Shoppers
12977.0,156,1,8.5,Inactive Shoppers
12981.0,29,2,54.48,Occasional Shoppers
12982.0,242,1,10.4,Inactive Shoppers
12984.0,18,1,30.0,Occasional Shoppers
12985.0,0,2,49.2,Occasional Shoppers
12987.0,73,2,37.2,Occasional Shoppers
12988.0,292,1,4.25,Inactive Shoppers
12990.0,31,3,120.9,Occasional Shoppers
12991.0,23,2,65.0,Occasional Shoppers
12993.0,23,4,64.15,Occasional Shoppers
12994.0,4,3,61.2,Occasional Shoppers
12995.0,85,1,38.160000000000004,Occasional Shoppers
12997.0,22,4,98.28,Regular Shoppers
12999.0,196,3,107.03999999999999,Inactive Shoppers
13000.0,106,3,107.07000000000001,Occasional Shoppers
13001.0,4,13,898.37,High-Value Loyal Shoppers
13002.0,318,1,15.0,Inactive Shoppers
13003.0,105,3,98.5,Occasional Shoppers
13004.0,11,18,260.2,Frequent Spenders
13005.0,173,2,37.3,Inactive Shoppers
13006.0,56,1,31.8,Occasional Shoppers
13008.0,323,1,15.0,Inactive Shoppers
13011.0,372,1,15.0,Inactive Shoppers
13012.0,9,8,145.47,Regular Shoppers
13013.0,1,13,271.7,Frequent Spenders
13014.0,10,10,454.9,Frequent Spenders
13015.0,53,5,113.7,Regular Shoppers
13016.0,73,3,64.56,Occasional Shoppers
13017.0,7,1,204.0,Occasional Shoppers
13018.0,16,28,552.38,High-Value Loyal Shoppers
13021.0,4,9,232.3,Regular Shoppers
13023.0,64,2,47.7,Occasional Shoppers
13026.0,1,5,244.55999999999997,Regular Shoppers
13027.0,113,6,1632.0,High-Value Loyal Shoppers
13028.0,22,2,29.279999999999998,Occasional Shoppers
13029.0,30,3,1131.0,High-Value Loyal Shoppers
13030.0,11,2,6.6899999999999995,Occasional Shoppers
13032.0,52,2,19.0,Occasional Shoppers
13034.0,54,2,34.8,Occasional Shoppers
13035.0,73,2,117.0,Occasional Shoppers
13037.0,138,3,38.400000000000006,Occasional Shoppers
13038.0,80,3,219.0,Regular Shoppers
13040.0,8,2,21.84,Occasional Shoppers
13043.0,273,1,59.8,Inactive Shoppers
13045.0,99,1,17.4,Occasional Shoppers
13046.0,30,2,39.71,Occasional Shoppers
13047.0,31,10,203.53,Frequent Spenders
13048.0,14,4,47.5,Occasional Shoppers
13049.0,64,2,106.19999999999999,Occasional Shoppers
13050.0,14,17,317.87,Frequent Spenders
13052.0,212,1,23.85,Inactive Shoppers
13055.0,78,3,43.08,Occasional Shoppers
13058.0,24,3,172.8,Regular Shoppers
13059.0,249,1,17.700000000000003,Inactive Shoppers
13060.0,253,1,35.400000000000006,Inactive Shoppers
13061.0,72,1,9.959999999999999,Occasional Shoppers
13062.0,191,1,60.48,Inactive Shoppers
13064.0,12,4,85.65,Regular Shoppers
13065.0,373,1,17.4,Inactive Shoppers
13066.0,24,2,30.200000000000003,Occasional Shoppers
13067.0,82,1,7.95,Occasional Shoppers
13068.0,10,2,344.0,Regular Shoppers
13069.0,0,24,315.36,High-Value Loyal Shoppers
13070.0,192,1,20.8,Inactive Shoppers
13072.0,266,1,15.0,Inactive Shoppers
13075.0,129,1,47.2,Occasional Shoppers
13077.0,1,4,32.45,Occasional Shoppers
13078.0,3,26,1258.08,High-Value Loyal Shoppers
13079.0,4,5,202.4,Regular Shoppers
13080.0,179,1,3.3600000000000003,Inactive Shoppers
13081.0,11,11,327.94000000000005,Frequent Spenders
13082.0,126,9,247.8,Frequent Spenders
13083.0,4,2,51.0,Occasional Shoppers
13085.0,157,2,77.0,Inactive Shoppers
13090.0,8,14,752.4399999999999,High-Value Loyal Shoppers
13091.0,28,1,17.700000000000003,Occasional Shoppers
13092.0,70,5,84.1,Regular Shoppers
13093.0,275,8,796.9,Frequent Spenders
13094.0,21,12,882.0600000000001,High-Value Loyal Shoppers
13095.0,70,1,9.36,Occasional Shoppers
13097.0,32,10,271.91,Frequent Spenders
13099.0,99,1,207.35999999999999,Occasional Shoppers
13101.0,234,1,9.95,Inactive Shoppers
13102.0,1,24,792.34,High-Value Loyal Shoppers
13103.0,39,1,51.0,Occasional Shoppers
13104.0,3,6,434.64,Frequent Spenders
13106.0,133,1,76.5,Occasional Shoppers
13107.0,44,4,162.96,Regular Shoppers
13108.0,372,1,34.8,Inactive Shoppers
13109.0,59,2,25.5,Occasional Shoppers
13110.0,31,7,87.78999999999999,Regular Shoppers
13115.0,11,4,57.6,Occasional Shoppers
13116.0,138,1,25.5,Occasional Shoppers
13117.0,21,8,108.86,Regular Shoppers
13118.0,19,5,140.68,Regular Shoppers
13120.0,238,1,30.599999999999998,Inactive Shoppers
13121.0,269,1,7.6499999999999995,Inactive Shoppers
13122.0,94,2,48.56999999999999,Occasional Shoppers
13124.0,89,3,52.5,Occasional Shoppers
13126.0,4,8,142.07,Regular Shoppers
13127.0,77,1,34.68,Occasional Shoppers
13130.0,94,1,39.0,Occasional Shoppers
13131.0,23,3,46.4,Occasional Shoppers
13132.0,261,1,15.299999999999999,Inactive Shoppers
13133.0,273,2,29.75,Inactive Shoppers
13134.0,85,4,125.03999999999999,Regular Shoppers
13136.0,56,5,115.30000000000001,Regular Shoppers
13137.0,10,8,31.84,Regular Shoppers
13138.0,22,6,91.82000000000001,Regular Shoppers
13139.0,16,7,330.34000000000003,Frequent Spenders
13140.0,108,3,35.15,Occasional Shoppers
13141.0,84,5,84.7,Regular Shoppers
13142.0,19,1,20.16,Occasional Shoppers
13144.0,332,1,63.75,Inactive Shoppers
13145.0,39,4,577.6,Frequent Spenders
13146.0,26,1,10.08,Occasional Shoppers
13147.0,10,4,712.8000000000001,Frequent Spenders
13148.0,29,12,226.10000000000002,Frequent Spenders
13149.0,14,4,87.24000000000001,Regular Shoppers
13151.0,295,1,20.4,Inactive Shoppers
13153.0,5,1,6.24,Occasional Shoppers
13155.0,33,4,71.85,Occasional Shoppers
13157.0,49,4,50.54,Occasional Shoppers
